date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:21:35	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:36%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/san-pham)
20:21:35	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:36%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/san-pham)
20:21:36	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:36%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/xe-may)
20:21:36	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:36%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/xe-may)
20:21:36	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:36%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/xe-may)
20:21:36	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:37%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/dien-may)
20:21:37	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:37%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/dien-may)
20:21:37	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:37%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/dien-may)
20:21:37	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:37%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/tien-mat)
20:21:37	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:38%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tien-mat)
20:21:37	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:38%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tien-mat)
20:21:38	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:38%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/ve-may-bay)
20:21:38	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:38%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/ve-may-bay)
20:21:38	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:39%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/ve-may-bay)
20:21:38	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:39%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/bao-hiem)
20:21:39	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:39%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/bao-hiem)
20:21:39	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:39%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/bao-hiem)
20:21:39	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:39%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/the-tin-dung)
20:21:39	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:40%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/the-tin-dung)
20:21:40	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:40%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/the-tin-dung)
20:21:40	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:40%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/san-pham-khac)
20:21:40	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:40%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/san-pham-khac)
20:21:40	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:41%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/san-pham-khac)
20:21:41	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:41%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/duyet-vay)
20:21:41	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:41%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/duyet-vay)
20:21:41	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:41%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/duyet-vay)
20:21:41	1378/1378	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265abe77a-562%22	https://hdtinchap.com/build/assets/loadMoreNews-be9fab5d.js	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/build/assets/loadMoreNews-be9fab5d.js	(from https://hdtinchap.com/tin-tuc)
20:21:42	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:42%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc)
20:21:42	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:42%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc)
20:21:42	24/24	---M--	200	added ('OK')	text/plain	etag:%2264b8126a-18%22	http://hdtinchap.com/robots.txt		(from https://hdtinchap.com/)
20:21:43	20234/20234	---MCZ	200	added ('OK')	text/html	date:Sat,%2027%20Apr%202024%2013:21:43%20GMT	http://hdtinchap.com/dang-ky	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/dang-ky	(from http://hdtinchap.com/dang-nhap)
20:21:43	366/366	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:43%20GMT	http://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien.79.delayed	(from http://hdtinchap.com/dang-nhap)
20:21:43	366/366	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:43%20GMT	http://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from http://hdtinchap.com/dang-nhap)
20:21:43	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:44%20GMT	https://hdtinchap.com/tin-tuc/xe-may	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/tin-tuc/xe-may	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:43	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:44%20GMT	https://hdtinchap.com/tin-tuc/dien-may	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/tin-tuc/dien-may	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:44	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:44%20GMT	https://hdtinchap.com/tin-tuc/tien-mat	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/tin-tuc/tien-mat	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:44	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:44%20GMT	https://hdtinchap.com/tin-tuc/ve-may-bay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/tin-tuc/ve-may-bay	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:44	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:44%20GMT	https://hdtinchap.com/tin-tuc/bao-hiem	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/tin-tuc/bao-hiem	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:44	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:45%20GMT	https://hdtinchap.com/tin-tuc/the-tin-dung	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/tin-tuc/the-tin-dung	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:45	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:45%20GMT	https://hdtinchap.com/tin-tuc/san-pham-khac	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/tin-tuc/san-pham-khac	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:45	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:45%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:45	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:45%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc/cong-nhan-hung-yen-doi-sang-van-do-bo-tin-dung-den)
20:21:45	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:46%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc/tang-500-trieu-dong-ho-tro-cong-nhan-tai-an-giang-tranh-xa-tin-dung-den)
20:21:46	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:46%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc/tang-500-trieu-dong-ho-tro-cong-nhan-tai-an-giang-tranh-xa-tin-dung-den)
20:21:46	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:46%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc/canh-bao-rui-ro-lua-dao-va-mao-danh-cong-ty-tai-chinh)
20:21:46	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:46%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc/canh-bao-rui-ro-lua-dao-va-mao-danh-cong-ty-tai-chinh)
20:21:46	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:47%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc/thay-gi-qua-goi-vay-khong-lai-suat)
20:21:47	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:47%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc/thay-gi-qua-goi-vay-khong-lai-suat)
20:21:47	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:47%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc/he-ruc-ro-uu-dai-bat-ngo-den-300k-cung-the-hd-saison-tai-lazada)
20:21:47	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:47%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc/he-ruc-ro-uu-dai-bat-ngo-den-300k-cung-the-hd-saison-tai-lazada)
20:21:47	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:48%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc/so-huu-xe-may-voi-uu-dai-phi-lai-suat-tu-hd-saison)
20:21:48	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:48%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc/so-huu-xe-may-voi-uu-dai-phi-lai-suat-tu-hd-saison)
20:21:48	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:48%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tin-tuc/dai-dien-hd-saison-nhan-giai-thuong-top-50-doanh-nghiep-loi-nhuan-xuat-sac-viet-nam)
20:21:48	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:48%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tin-tuc/dai-dien-hd-saison-nhan-giai-thuong-top-50-doanh-nghiep-loi-nhuan-xuat-sac-viet-nam)
20:21:48	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:49%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/gioi-thieu)
20:21:49	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:49%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/gioi-thieu)
20:21:49	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:49%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/gioi-thieu)
20:21:49	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:49%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/tuyen-dung)
20:21:49	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:50%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/tuyen-dung)
20:21:50	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:50%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/tuyen-dung)
20:21:50	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:50%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/giai-dap-thac-mac)
20:21:50	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:50%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/giai-dap-thac-mac)
20:21:50	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:51%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/giai-dap-thac-mac)
20:21:50	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:51%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/gop-y-cua-khach-hang)
20:21:51	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:51%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/gop-y-cua-khach-hang)
20:21:51	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:51%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/gop-y-cua-khach-hang)
20:21:51	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:52%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/dieu-khoan-su-dung-website)
20:21:51	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:52%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/dieu-khoan-su-dung-website)
20:21:52	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:52%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/dieu-khoan-su-dung-website)
20:21:52	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:52%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/nhung-dieu-can-biet-ve-cho-vay-tieu-dung)
20:21:52	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:53%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/nhung-dieu-can-biet-ve-cho-vay-tieu-dung)
20:21:52	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:53%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/nhung-dieu-can-biet-ve-cho-vay-tieu-dung)
20:21:53	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:53%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/dang-ky-tro-thanh-doi-tac-cua-acs-viet-nam)
20:21:53	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:53%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/dang-ky-tro-thanh-doi-tac-cua-acs-viet-nam)
20:21:53	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:53%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/dang-ky-tro-thanh-doi-tac-cua-acs-viet-nam)
20:21:53	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:54%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/gop-y-phan-anh-khieu-nai-chat-luong-dich-vu)
20:21:54	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:54%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/gop-y-phan-anh-khieu-nai-chat-luong-dich-vu)
20:21:54	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:54%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/gop-y-phan-anh-khieu-nai-chat-luong-dich-vu)
20:21:54	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:54%20GMT	https://hdtinchap.com/xac-nhan-khoan-vay	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/xac-nhan-khoan-vay	(from https://hdtinchap.com/chinh-sach-thu-thap-su-dung-va-bao-mat-thong-tin)
20:21:54	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:55%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/chinh-sach-thu-thap-su-dung-va-bao-mat-thong-tin)
20:21:55	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:55%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/chinh-sach-thu-thap-su-dung-va-bao-mat-thong-tin)
20:21:55	56281/56281	---M--	200	added ('OK')	image/jpeg	etag:%2265abe77a-dbd9%22	https://hdtinchap.com/build/assets/contact-us-banner-1-1909b736.jpg	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/build/assets/contact-us-banner-1-1909b736.jpg	(from https://hdtinchap.com/lien-he)
20:21:55	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:55%20GMT	https://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien	(from https://hdtinchap.com/lien-he)
20:21:55	367/367	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:56%20GMT	https://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from https://hdtinchap.com/lien-he)
20:21:55	0/-1	---M--	302	error ('')			http://hdtinchap.com/vi-tien	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/vi-tien.ae.delayed	(from http://hdtinchap.com/dang-ky)
20:21:56	366/366	---MC-	302	error ('Found')	text/html	date:Sat,%2027%20Apr%202024%2013:21:56%20GMT	http://hdtinchap.com/ho-so	C:/My%20Web%20Sites/hdtinchap/hdtinchap.com/ho-so	(from http://hdtinchap.com/dang-ky)
